panel,feature,side,source_family,rows,observed_rows,coverage_fraction,below_threshold,reason_code,reason
five_year,offensive_fouls_p100,offense,player_sheet,8620,6453,0.7486078886310905,True,missing_player_sheet_input,The player sheet lacks Offensive Fouls or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,travels_p100,offense,player_sheet,8620,6457,0.7490719257540603,True,missing_player_sheet_input,The player sheet lacks Travels or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,corner3_accuracy,offense,player_sheet,8620,6506,0.7547563805104408,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,long_mid_accuracy,offense,player_sheet,8620,6794,0.7881670533642692,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,arc3_accuracy,offense,player_sheet,8620,6890,0.7993039443155452,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,recovered_blocks_p100,offense+defense,player_sheet,8620,6989,0.8107888631090487,True,missing_player_sheet_input,The player sheet lacks RecoveredBlocks or DefPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,corner3_fga_p100,offense,player_sheet,8620,7069,0.8200696055684454,True,missing_player_sheet_input,The player sheet lacks Corner3FGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,corner3_frequency,offense,player_sheet,8620,7069,0.8200696055684454,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,pull_up_3_accuracy,offense,player_sheet,8620,7070,0.820185614849188,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,lost_ball_turnover_share,offense,player_sheet,8620,7133,0.8274941995359629,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,lost_ball_turnovers_p100,offense,player_sheet,8620,7133,0.8274941995359629,True,missing_player_sheet_input,The player sheet lacks LostBallTurnovers or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,short_mid_accuracy,offense,player_sheet,8620,7329,0.8502320185614849,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,arc3_fga_p100,offense,player_sheet,8620,7382,0.8563805104408353,True,missing_player_sheet_input,The player sheet lacks Arc3FGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,arc3_frequency,offense,player_sheet,8620,7382,0.8563805104408353,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,long_mid_fga_p100,offense,player_sheet,8620,7453,0.8646171693735499,True,missing_player_sheet_input,The player sheet lacks LongMidRangeFGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,long_mid_frequency,offense,player_sheet,8620,7453,0.8646171693735499,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,live_ball_turnover_share,offense,player_sheet,8620,7548,0.8756380510440835,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,live_ball_turnovers_p100,offense,player_sheet,8620,7548,0.8756380510440835,True,missing_player_sheet_input,The player sheet lacks LiveBallTurnovers or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,shooting_fouls_drawn_p100,offense,player_sheet,8620,7555,0.8764501160092807,True,missing_player_sheet_input,The player sheet lacks ShootingFoulsDrawn or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,open_3_accuracy,offense,player_sheet,8620,7576,0.8788863109048723,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,FTM_p100,offense+defense,player_sheet,8620,7594,0.8809744779582367,True,missing_player_sheet_input,The player sheet lacks FTM or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,ft_pct,offense+defense,player_sheet,8620,7594,0.8809744779582367,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,at_rim_accuracy,offense,player_sheet,8620,7621,0.8841067285382831,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,short_mid_fga_p100,offense,player_sheet,8620,7661,0.8887470997679814,True,missing_player_sheet_input,The player sheet lacks ShortMidRangeFGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,short_mid_frequency,offense,player_sheet,8620,7661,0.8887470997679814,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,at_rim_fga_p100,offense,player_sheet,8620,7683,0.8912993039443156,True,missing_player_sheet_input,The player sheet lacks AtRimFGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,at_rim_frequency,offense,player_sheet,8620,7683,0.8912993039443156,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,FG2M_p100,offense+defense,player_sheet,8620,7695,0.892691415313225,True,missing_player_sheet_input,The player sheet lacks FG2M or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,fg2_pct,offense+defense,player_sheet,8620,7695,0.892691415313225,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,shot_quality_average,offense,player_sheet,8620,7767,0.9010440835266821,True,missing_weighted_average_input,"The player sheet lacks ShotQualityAvg, or has no positive FGA weight, for some player-seasons."
five_year,elbow_points_per_touch,defense,player_sheet,8620,7787,0.9033642691415313,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,matchup_assists_suppressed_vs_scorer_p100_eb,defense,matchup_defense,8620,7793,0.9040603248259861,True,source_history_and_matchup_exposure,The pinned scorer-defender matchup source starts in 2018. Later omissions are players without a positive observed matchup assignment.
five_year,matchup_blocks_p100,defense,matchup_defense,8620,7793,0.9040603248259861,True,source_history_and_matchup_exposure,The pinned scorer-defender matchup source starts in 2018. Later omissions are players without a positive observed matchup assignment.
five_year,matchup_fga_suppressed_vs_scorer_p100_eb,defense,matchup_defense,8620,7793,0.9040603248259861,True,source_history_and_matchup_exposure,The pinned scorer-defender matchup source starts in 2018. Later omissions are players without a positive observed matchup assignment.
five_year,matchup_opponent_adjusted_points_saved_p100_eb,defense,matchup_defense,8620,7793,0.9040603248259861,True,source_history_and_matchup_exposure,The pinned scorer-defender matchup source starts in 2018. Later omissions are players without a positive observed matchup assignment.
five_year,matchup_shooting_fouls_prevented_vs_scorer_p100_eb,defense,matchup_defense,8620,7793,0.9040603248259861,True,source_history_and_matchup_exposure,The pinned scorer-defender matchup source starts in 2018. Later omissions are players without a positive observed matchup assignment.
five_year,matchup_shotmaking_points_saved_vs_scorer_p100_eb,defense,matchup_defense,8620,7793,0.9040603248259861,True,source_history_and_matchup_exposure,The pinned scorer-defender matchup source starts in 2018. Later omissions are players without a positive observed matchup assignment.
five_year,matchup_three_pa_suppressed_vs_scorer_p100_eb,defense,matchup_defense,8620,7793,0.9040603248259861,True,source_history_and_matchup_exposure,The pinned scorer-defender matchup source starts in 2018. Later omissions are players without a positive observed matchup assignment.
five_year,matchup_turnovers_forced_vs_scorer_p100_eb,defense,matchup_defense,8620,7793,0.9040603248259861,True,source_history_and_matchup_exposure,The pinned scorer-defender matchup source starts in 2018. Later omissions are players without a positive observed matchup assignment.
five_year,charges_drawn_p100,defense,hustle,8620,7804,0.9053364269141532,True,source_history_and_row_absence,NBA hustle data starts in 2018 in the pinned source. A small number of later player-seasons also lack an observed hustle row.
five_year,contested_2pt_p100,defense,hustle,8620,7804,0.9053364269141532,True,source_history_and_row_absence,NBA hustle data starts in 2018 in the pinned source. A small number of later player-seasons also lack an observed hustle row.
five_year,contested_3pt_p100,defense,hustle,8620,7804,0.9053364269141532,True,source_history_and_row_absence,NBA hustle data starts in 2018 in the pinned source. A small number of later player-seasons also lack an observed hustle row.
five_year,def_loose_balls_recovered_p100,defense,hustle,8620,7804,0.9053364269141532,True,source_history_and_row_absence,NBA hustle data starts in 2018 in the pinned source. A small number of later player-seasons also lack an observed hustle row.
five_year,deflections_p100,defense,hustle,8620,7804,0.9053364269141532,True,source_history_and_row_absence,NBA hustle data starts in 2018 in the pinned source. A small number of later player-seasons also lack an observed hustle row.
five_year,wide_open_3_accuracy,offense,player_sheet,8620,7860,0.9118329466357309,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,very_tight_accuracy,offense,player_sheet,8620,7921,0.9189095127610208,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,very_tight_fga_p100,offense,player_sheet,8620,7921,0.9189095127610208,True,missing_player_sheet_input,The player sheet lacks very_tight_FGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,catch_shoot_3_accuracy,offense,player_sheet,8620,7967,0.924245939675174,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,pull_up_accuracy,offense,player_sheet,8620,7994,0.9273781902552204,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,fg3_pct,offense+defense,player_sheet,8620,8073,0.9365429234338747,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,paint_points_per_touch,defense,player_sheet,8620,8161,0.9467517401392112,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,bad_pass_turnover_share,offense,player_sheet,8620,8176,0.9484918793503481,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,drive_assists_per_drive,defense,player_sheet,8620,8193,0.9504640371229698,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,drive_fta_per_drive,defense,player_sheet,8620,8193,0.9504640371229698,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,drive_points_per_drive,defense,player_sheet,8620,8193,0.9504640371229698,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,drive_turnovers_per_drive,offense,player_sheet,8620,8193,0.9504640371229698,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,wide_open_accuracy,offense,player_sheet,8620,8263,0.958584686774942,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,wide_open_fga_p100,offense,player_sheet,8620,8263,0.958584686774942,True,missing_player_sheet_input,The player sheet lacks wide_open_FGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,catch_shoot_accuracy,offense,player_sheet,8620,8278,0.9603248259860789,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,open_accuracy,offense,player_sheet,8620,8339,0.9674013921113689,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,open_fga_p100,offense,player_sheet,8620,8339,0.9674013921113689,True,missing_player_sheet_input,The player sheet lacks open_FGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,tight_accuracy,offense,player_sheet,8620,8346,0.9682134570765661,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,tight_fga_p100,offense,player_sheet,8620,8346,0.9682134570765661,True,missing_player_sheet_input,The player sheet lacks tight_FGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,rim_dfga_p100,defense,rim_dfg,8620,8378,0.9719257540603248,True,no_rim_defended_shot_row,The rim-defense dashboard omits player-seasons without an observed rim defended-shot row. The pipeline does not treat that absence as zero defense.
five_year,rim_diff_pct_eb,defense,rim_dfg,8620,8378,0.9719257540603248,True,no_rim_defended_shot_row,The rim-defense dashboard omits player-seasons without an observed rim defended-shot row. The pipeline does not treat that absence as zero defense.
five_year,rim_points_saved_p100,defense,rim_dfg,8620,8378,0.9719257540603248,True,no_rim_defended_shot_row,The rim-defense dashboard omits player-seasons without an observed rim defended-shot row. The pipeline does not treat that absence as zero defense.
five_year,dreb_chances_p100,offense+defense,player_sheet,8620,8425,0.9773781902552204,True,missing_player_sheet_input,The player sheet lacks DREB_CHANCES or DefPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,dreb_contests_p100,offense+defense,player_sheet,8620,8425,0.9773781902552204,True,missing_player_sheet_input,The player sheet lacks DREB_CONTEST or DefPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,rebound_chances_p100,offense+defense,player_sheet,8620,8425,0.9773781902552204,True,missing_player_sheet_input,The player sheet lacks REB_CHANCES or DefPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,rebound_contests_p100,offense+defense,player_sheet,8620,8425,0.9773781902552204,True,missing_player_sheet_input,The player sheet lacks REB_CONTEST or DefPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
five_year,true_shooting_pct,offense+defense,player_sheet,8620,8473,0.9829466357308585,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,dfg_attempts_p100,defense,dfg,8620,8526,0.9890951276102088,True,no_defended_shot_row,The closest-defender dashboard omits player-seasons without an observed defended-shot row. The pipeline does not treat that absence as zero defense.
five_year,dfg_diff_pct_eb,defense,dfg,8620,8526,0.9890951276102088,True,no_defended_shot_row,The closest-defender dashboard omits player-seasons without an observed defended-shot row. The pipeline does not treat that absence as zero defense.
five_year,avg_dribbles_per_touch,defense,player_sheet,8620,8609,0.9987238979118329,False,complete,Observed coverage meets the gate.
five_year,avg_seconds_per_touch,defense,player_sheet,8620,8609,0.9987238979118329,False,complete,Observed coverage meets the gate.
five_year,passes_per_touch,defense,player_sheet,8620,8609,0.9987238979118329,False,complete,Observed coverage meets the gate.
five_year,potential_assists_per_touch,defense,player_sheet,8620,8609,0.9987238979118329,False,complete,Observed coverage meets the gate.
five_year,AST_p100,offense+defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,AST_p100_relative,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,BLK_p100,offense+defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,DREB_p100,offense+defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,FG2A_p100,offense+defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,FG3A_p100,offense+defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,FG3A_p100_relative,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,FG3M_p100,offense+defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,FTA_p100,offense+defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,FTA_p100_relative,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,OREB_p100,offense+defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,PFD_p100,offense+defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,PF_p100,offense+defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,PTS_p100,offense+defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,PTS_p100_relative,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,STL_p100,offense+defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,TOV_p100,offense+defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,TOV_p100_relative,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,arc3_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,arc3_frequency_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,arc3_frequency_relative,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,assist_points_created_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,assist_to_load_2017_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,at_rim_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,at_rim_frequency_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,at_rim_frequency_relative,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,bad_pass_turnover_share_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,bad_pass_turnovers_p100,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,behavioral_passer_score_v1,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,box_creation_2017_eb_p100,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,catch_shoot_3_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,catch_shoot_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,catch_shoot_fga_p100,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,corner3_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,corner3_frequency_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,crafted_spacing_stable_v1,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,creation_to_load_2017_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,drive_assists_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,drive_assists_per_drive_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,drive_fta_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,drive_fta_per_drive_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,drive_points_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,drive_points_per_drive_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,drive_turnovers_p100,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,drive_turnovers_per_drive_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,drives_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,drives_p100_relative,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,elbow_points_per_touch_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,elbow_touches_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,fg2_pct_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,fg3_pct_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,front_court_touches_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,ft_pct_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,live_ball_turnover_share_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,long_mid_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,long_mid_frequency_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,lost_ball_turnover_share_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,offensive_load_2017_eb_p100,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,open_3_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,open_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,paint_points_per_touch_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,paint_touches_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,passes_made_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,passes_per_touch_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,passes_received_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,post_points_per_touch_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,post_touches_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,potential_assists_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,potential_assists_p100_relative,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,potential_assists_per_touch_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,pull_up_3_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,pull_up_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,pull_up_fga_p100,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,secondary_assists_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,shooting_proficiency_2017_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,short_mid_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,short_mid_frequency_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,shot_quality_average_relative,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,tight_3_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,tight_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,time_of_possession_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,touches_p100,defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,true_shooting_pct_relative,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,turnover_to_load_2017_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,usage_events_p100,offense+defense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,very_tight_3_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,very_tight_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,wide_open_3_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
five_year,wide_open_accuracy_eb,offense,player_sheet,8620,8620,1.0,False,complete,Observed coverage meets the gate.
