Window,Data_Type,Name,Off,Def,Rapm,Season,Possessions,Alpha
2002-03-04,Playoff with Prior,Shane Battier,0.5477499936716896,-1.4055795905992665,1.9533295842709562,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Joe Smith,1.331468214315736,-0.5887355759283591,1.920203790244095,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Speedy Claxton,-0.3053473892444961,-2.2050744284892536,1.8997270392447578,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Corliss Williamson,0.9998781840008606,-0.8382948106101845,1.8381729946110452,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Matt Harpring,2.5046001722757847,0.7125447139957563,1.7920554582800285,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Stacey Augmon,-0.7325225552725267,-2.5178041545379095,1.7852815992653828,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Walt Williams,1.574813013242624,-0.16861252957090012,1.7434255428135241,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,James Posey,0.836746242005939,-0.8881522634492621,1.724898505455201,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Walter McCarty,1.0306507697598222,-0.681248146630242,1.7118989163900644,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Richard Hamilton,1.2568785732371799,-0.4519590037120191,1.708837576949199,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Vladimir Radmanovic,1.0374513066806546,-0.6668272329792996,1.704278539659954,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Pau Gasol,3.629804763430654,1.9280082103784415,1.7017965530522123,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Clifford Robinson,2.3312943739343064,0.6358573723499834,1.6954370015843232,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jon Barry,1.2690139902326127,-0.41847634550690627,1.687490335739519,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jamal Crawford,1.5820002200717567,-0.0696022841195995,1.6516025041913562,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Randy Livingston,0.5321275850900299,-1.088676589548458,1.620804174638488,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Tony Battie,-0.6119935681371748,-2.2229982342948675,1.6110046661576929,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Michael Finley,1.1290374799819214,-0.472234381446731,1.6012718614286523,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Wally Szczerbiak,2.8864968096181705,1.2879560481364576,1.5985407614817129,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Richie Frahm,1.1352703941812736,-0.45539922687238543,1.590669621053659,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Richard Jefferson,0.24439853124377572,-1.3455238835281114,1.589922414771887,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jason Terry,3.475721942953346,1.8866389828718153,1.589082960081531,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Rodney Rogers,1.7714773653398443,0.19536496475900111,1.5761124005808431,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Ervin Johnson,-1.065108701573395,-2.639689256447195,1.5745805548738,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jerry Stackhouse,1.9519463354799933,0.40276657345788236,1.5491797620221108,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Bob Sura,2.746067828866261,1.23780985288368,1.508257975982581,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Tayshaun Prince,-1.4529814080921997,-2.914822078836495,1.4618406707442955,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Keith Van Horn,2.0186527197821826,0.5689649810478801,1.4496877387343028,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jalen Rose,2.738700257406326,1.2904681123453519,1.4482321450609743,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Tim Thomas,1.7526816513698629,0.305416438429494,1.447265212940369,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Bruce Bowen,-1.4076215006693937,-2.8295030221941526,1.4218815215247589,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,P.J. Brown,1.9277537283833475,0.5131185509799593,1.4146351774033883,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Bobby Jackson,1.4441039910820748,0.04797354576049004,1.3961304453215848,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jason Hart,-1.310572712667758,-2.6740390823606583,1.3634663696929001,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jeff Foster,-0.0025672364549331715,-1.3491844894179241,1.3466172529629912,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jamal Mashburn,1.231812315340984,-0.09244237816927987,1.324254693510264,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Kurt Thomas,1.0930065209854651,-0.22571137929726395,1.3187179002827292,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Antonio Daniels,2.4135288263634003,1.1111709833014487,1.3023578430619513,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Carlos Arroyo,2.4578041525014043,1.161932356782158,1.295871795719246,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Othella Harrington,0.4627315919309809,-0.8329757275530034,1.2957073194839843,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Shawn Bradley,-1.9283946989020977,-3.19837891915095,1.2699842202488525,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Steve Nash,2.923008982277521,1.6579774016510145,1.2650315806265064,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Daniel Santiago,0.5084838489146085,-0.7503750587978341,1.2588589077124426,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Charlie Ward,-0.6005107362439804,-1.8102476708498965,1.2097369346059161,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Mike Miller,1.9153379123018726,0.7159057978729585,1.199432114428914,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Kenny Anderson,-0.4148143576739441,-1.6119040103366604,1.1970896526627164,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Scot Pollard,0.21880901111681733,-0.9764608432396245,1.195269854356442,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Michael Sweetney,1.4337087492045302,0.23898609128684445,1.1947226579176857,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Olumide Oyedeji,0.572161025613003,-0.6202737632534376,1.1924347888664406,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Darvin Ham,-1.5701089486884712,-2.7406837787617313,1.1705748300732604,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Eddie Griffin,-0.33146012765371574,-1.4951859570468229,1.1637258293931072,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Kedrick Brown,0.7991164265473707,-0.3103524459962069,1.1094688725435775,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Latrell Sprewell,1.830525662933592,0.7277149181515654,1.1028107447820266,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Tariq Abdul-Wahad,0.9069259199517291,-0.19230736164209455,1.0992332815938237,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jerome Williams,0.7681645044020554,-0.3298982420090698,1.0980627464111252,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jason Richardson,2.8528251554818636,1.7601713210568355,1.092653834425028,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Derrick Dial,-0.29577788471149635,-1.3797375630075965,1.0839596782961,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Rashard Lewis,3.225730968663036,2.147338956806517,1.0783920118565191,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Darius Songaila,1.0619456461311152,-0.0014892078896800841,1.0634348540207954,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Mitchell Butler,0.06837956719353251,-0.9861354781872627,1.0545150453807952,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Danny Ferry,-0.3709182987489472,-1.404556686044465,1.0336383872955177,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Chris Webber,0.25667534855633184,-0.7666731252029494,1.0233484737592813,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Kevin Ollie,-0.8395642533111113,-1.8516876713236703,1.0121234180125591,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Antonio Davis,0.7259413348423073,-0.28038356029371886,1.0063248951360262,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Stephon Marbury,2.5573377148418905,1.5540695333555412,1.003268181486349,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,George Lynch,-1.6813328832497456,-2.683514406671554,1.0021815234218083,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Darius Miles,-0.12389735143151373,-1.1243474915347706,1.000450140103257,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Greg Buckner,1.6047823149805156,0.6244248391052005,0.9803574758753153,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Malik Rose,0.1941521941276357,-0.766853919587702,0.9610061137153377,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Tony Parker,0.9135216898575063,-0.030275334718066014,0.9437970245755724,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Eric Snow,0.727550817254723,-0.2049190025922791,0.9324698198470021,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Antoine Walker,1.4186060123822664,0.49061364628631143,0.9279923660959548,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Marko Jaric,1.871947915773497,0.9561005039127008,0.9158474118607963,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Hakeem Olajuwon,0.36643568458328135,-0.5131532683705264,0.8795889529538078,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Dikembe Mutombo,-1.0659915711635504,-1.9358358274675298,0.8698442563039794,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,DerMarr Johnson,0.4963273132734255,-0.3496687234712548,0.8459960367446803,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Travis Hansen,0.8777047349898681,0.038334954236986414,0.8393697807528817,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Bonzi Wells,1.5548229946056398,0.7339246542771557,0.820898340328484,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Horace Grant,0.16725587252907678,-0.6265996959207355,0.7938555684498123,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Mateen Cleaves,1.0632100182652666,0.2717848433358549,0.7914251749294117,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Scottie Pippen,0.7622041517015538,-0.021457544514469806,0.7836616962160237,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Felton Spencer,-0.1692713207513461,-0.9498519891124286,0.7805806683610824,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Derek Fisher,1.0334350372143617,0.2865019835978553,0.7469330536165064,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Mehmet Okur,-0.5323829409719899,-1.2634469225232405,0.7310639815512507,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jamison Brewer,-0.5855616985952825,-1.3164645778385995,0.730902879243317,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Brendan Haywood,-0.574585523787725,-1.2806229309426993,0.7060374071549743,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,John Starks,0.5628540958931089,-0.12475183432475384,0.6876059302178628,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Juaquin Hawkins,-0.25709152614982833,-0.9400043173937931,0.6829127912439648,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Casey Jacobsen,-1.0049636501124861,-1.6787290577561385,0.6737654076436523,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jamaal Tinsley,0.6746982335548307,0.003833025349168429,0.6708652082056623,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Kyle Korver,0.06552748828340994,-0.5882109827869245,0.6537384710703344,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Frank Williams,-0.23839877318738534,-0.8859105804293597,0.6475118072419742,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Fred Jones,-0.2945958516946336,-0.940708771963247,0.6461129202686133,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Anfernee Hardaway,-1.3644739971341089,-2.0089910508777726,0.6445170537436639,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Gilbert Arenas,2.9083539153474995,2.3134544136915003,0.5948995016559991,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Todd MacCulloch,0.5655572264614818,-0.009723303841398245,0.5752805303028801,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Ruben Patterson,1.2673549771417671,0.7022180180428664,0.5651369590989007,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Cuttino Mobley,1.6982974081032802,1.1365055857272977,0.5617918223759826,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jim Jackson,-0.9818081687672238,-1.5320204086136113,0.5502122398463875,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Bostjan Nachbar,-0.49236368989572143,-1.030745905906141,0.5383822160104196,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Bryon Russell,-0.1909628399199719,-0.7291062256614907,0.5381433857415189,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Marcus Camby,0.3320434250678941,-0.20058254858800081,0.5326259736558949,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Al Harrington,-0.1704344563998802,-0.7029130977604442,0.5324786413605639,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Kirk Hinrich,-0.5728338539357238,-1.0983913869305746,0.5255575329948508,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Trajan Langdon,-0.37060095753897987,-0.8923120801466785,0.5217111226076986,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Gerald Wallace,-0.7302245325840372,-1.2513723044600262,0.521147771875989,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Chris Andersen,-1.1855131422871408,-1.6958218420721087,0.510308699784968,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Michael Olowokandi,-2.5390322708046495,-3.048104872762642,0.5090726019579925,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Obinna Ekezie,0.1350731831767944,-0.36275908559908115,0.49783226877587555,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Alvin Jones,0.3732907303227864,-0.12275318688147004,0.49604391720425645,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Chris Wilcox,0.7475300968513036,0.26204664791921145,0.4854834489320921,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Darrell Armstrong,-0.6028510971698205,-1.0812399698056026,0.4783888726357821,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Lamar Odom,-0.7343137406194822,-1.2122041334855702,0.47789039286608803,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Chris Dudley,0.3723207042956393,-0.10068516269101666,0.4730058669866559,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Adrian Griffin,1.2407913889581463,0.7760241138082803,0.46476727514986604,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Quentin Richardson,0.7684490249151099,0.304111991412544,0.4643370335025659,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Tyrone Nesby,0.9271925717029351,0.5139997595464121,0.41319281215652304,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Rafer Alston,-0.4650566856573589,-0.8488507285690012,0.3837940429116424,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Anthony Peeler,0.3194274157134986,-0.04881634516879629,0.3682437608822949,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Caron Butler,-0.41701904412732355,-0.7831906346142867,0.3661715904869632,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Elden Campbell,0.1627831149325289,-0.2033348916497989,0.3661180065823278,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Mitch Richmond,-0.9330034351548657,-1.286738601600607,0.3537351664457412,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Robert Traylor,0.814237905997062,0.4606620814555309,0.35357582454153114,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Gary Payton,0.10219171778435096,-0.2466813322247871,0.3488730500091381,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Pat Garrity,2.2103728474247486,1.8682151692250133,0.34215767819973547,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Mike Dunleavy,0.06784460241573269,-0.2691535797932676,0.33699818220900024,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jeff Trepagnier,0.057048718413639704,-0.27606416111704785,0.3331128795306875,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Dana Barros,0.6359163285012936,0.3041640522578386,0.33175227624345505,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Sean Lampley,-0.007568875744377434,-0.3273647460583896,0.3197958703140122,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Tremaine Fowlkes,-0.6149191825698824,-0.9311783644573609,0.3162591818874784,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Carlos Boozer,1.7489985692886112,1.4412200156255133,0.30777855366309786,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Ryan Humphrey,-1.7121597149651175,-2.0135512111096587,0.30139149614454125,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Lamond Murray,-0.24588069266219875,-0.5424692665019688,0.29658857383977005,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Wesley Person,3.06541679542608,2.77088047868155,0.29453631674453,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Donyell Marshall,0.5883437758236912,0.29922242467033106,0.2891213511533602,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Fred Hoiberg,-1.1638280199441815,-1.4511922335279066,0.2873642135837252,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Dean Garrett,0.6520202684390086,0.3850083540818831,0.26701191435712557,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jared Jeffries,-1.0292320814274265,-1.294707887590332,0.26547580616290545,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Cal Bowdler,0.22712452817004095,-0.02342822569776689,0.25055275386780784,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Doug Overton,0.9728452868358229,0.7312546319611849,0.24159065487463804,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Gordan Giricek,0.8162349509039952,0.6343998367553518,0.18183511414864328,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jerome Moiso,-1.4655779992131726,-1.6459257980107507,0.18034779879757823,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Wang Zhi-zhi,0.4545490361205651,0.2943443655111426,0.1602046706094224,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Bobby Simmons,0.9623826141479684,0.8169437452266923,0.14543886892127605,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Lavor Postell,-0.2515172386958689,-0.3859412102941308,0.13442397159826192,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Brian Grant,0.06853442518795312,-0.06019936316885646,0.12873378835680957,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Darko Milicic,-0.2371851691695015,-0.3645376954420915,0.12735252627259003,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Steve Blake,-0.20529574033937664,-0.3321483800128221,0.12685263967344543,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Chris Owens,0.17851323324936644,0.051764476886041605,0.12674875636332483,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Karl Malone,-0.1329120150232576,-0.25906678260880406,0.12615476758554645,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Larry Robinson,0.2313178607479256,0.11926175987388112,0.1120561008740445,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Luke Walton,-0.1975245472773374,-0.305866246513803,0.10834169923646564,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Sasha Pavlovic,0.07587884639724767,-0.03207102396199592,0.1079498703592436,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Eddie Robinson,1.0628460198249716,0.9708390157873507,0.09200700403762097,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,John Salmons,-0.6928670430858758,-0.7748159202129515,0.08194887712707584,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Rod Strickland,0.8760402678282535,0.7992241938786693,0.07681607394958417,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Rasual Butler,-0.1594599239140424,-0.2329532631568509,0.07349333924280849,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Vladimir Stepania,-2.101258114813061,-2.1739892232925784,0.07273110847951757,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Rick Fox,1.0608956308681798,0.989682453023821,0.07121317784435886,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Pepe Sanchez,0.12861372789820066,0.06726087967104245,0.06135284822715822,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Glen Rice,0.04564867097033847,-0.015169786737565492,0.060818457707903964,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Erick Dampier,-0.869973482749733,-0.9240040785935058,0.05403059584377281,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Raul Lopez,-0.8593802673660857,-0.9131511474171199,0.05377088005103416,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Clar. Weatherspoon,0.6453582221336766,0.5956821350204504,0.04967608711322616,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Desmond Ferguson,-0.2750943446661746,-0.3106750048174507,0.035580660151276075,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Theron Smith,0.0475761628078864,0.014011584402288542,0.03356457840559785,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Joe Johnson,0.017401179324181334,-0.009069064586006339,0.026470243910187673,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Howard Eisley,-0.23623453056598956,-0.25839177486575055,0.022157244299761014,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Mike Wilks,-1.2387560974127683,-1.2423180933177296,0.0035619959049611183,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Shareef Abdur-Rahim,-1.0464514504359301,-1.0499654201754762,0.0035139697395462563,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Sam Mitchell,0.3213833384140708,0.31841350261209167,0.002969835801979121,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Shandon Anderson,-1.0401260322511034,-1.0426990691975622,0.0025730369464587247,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Antonio McDyess,-0.7201779773810938,-0.7203281785498608,0.00015020116876695092,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Rick Brunson,1.2216112456188386,1.230216931575963,-0.008605685957124333,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Roger Mason Jr.,-0.3857106933725677,-0.3547499784322563,-0.030960714940311395,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Eric Piatkowski,0.8069905755393559,0.8461078734830096,-0.03911729794365375,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jeff McInnis,2.5173346112060484,2.562403202219374,-0.045068591013325277,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Zeljko Rebraca,1.2563157348833818,1.3411388317330442,-0.08482309684966233,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Efthimios Rentzias,-0.15883292889377396,-0.07391019154387111,-0.08492273734990284,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Udonis Haslem,0.18106278192478514,0.26971695179384925,-0.08865416986906412,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,A.J. Guyton,0.4406582995736319,0.530639518017829,-0.0899812184441972,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Dale Davis,-0.24333693732440176,-0.13700242071086932,-0.10633451661353245,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Travis Outlaw,-0.0006984451307494625,0.1208186121240437,-0.12151705725479316,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Jamaal Magloire,0.6789812261440344,0.8008120844262518,-0.12183085828221737,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Raja Bell,-1.1467557455560662,-1.0179693012836808,-0.1287864442723854,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Primoz Brezec,-0.3002669351185754,-0.17093404730969788,-0.12933288780887753,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Moochie Norris,0.6997594162288469,0.8326520398429089,-0.13289262361406204,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Brent Price,-0.24724744692650966,-0.11238207103743614,-0.13486537588907352,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Harold Jamison,0.5283098081053909,0.6656025705738203,-0.1372927624684295,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Chucky Atkins,0.3917313710295944,0.5290755172102524,-0.13734414618065796,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Kelvin Cato,-1.468567464954949,-1.3302042693171816,-0.1383631956377673,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Damone Brown,-0.8652770121622052,-0.7190094762425145,-0.14626753591969058,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Tony Delk,-0.012980639077323636,0.1557355642407817,-0.16871620331810533,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Devin Brown,-0.89853791826333,-0.7205117177650772,-0.17802620049825268,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Melvin Ely,-0.10259364626710527,0.0886249603402619,-0.19121860660736717,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Danny Manning,-0.10321903097250955,0.09298984698384706,-0.19620887795635664,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Monty Williams,-0.2676676249027288,-0.061373549792099094,-0.2062940751106297,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Adam Harrington,0.3053674682949316,0.5131039735309082,-0.20773650523597653,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Oliver Miller,-1.1084708584148388,-0.8970165685741733,-0.2114542898406655,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Adonal Foyle,-1.3472340184862053,-1.1148811185117102,-0.23235289997449501,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Danny Fortson,0.021010698111076778,0.2542105849305566,-0.2331998868194798,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Will Solomon,-0.42188522243224974,-0.14204935991377962,-0.27983586251847015,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Erick Strickland,0.20284676530916915,0.5247914227333442,-0.3219446574241751,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Kirk Haston,-0.37102740468668405,-0.02230313733763299,-0.34872426734905104,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Lindsey Hunter,-2.958628634272417,-2.600389252104229,-0.35823938216818785,2002-2003-2004,60288,4000
2002-03-04,Playoff with Prior,Amar'e Stoudemire,-0.10565179571197844,0.2590987975780449,-0.36475059329002335,2002-2003-2004,60288,4000
